Id,MSZoning,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,TotalBsmtSF,HeatingQC,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,KitchenQual,SalePrice
1566,RL,9063.0,Somerst,6,1994,1995,TA,PConc,664.0,Fa,1379,1,0,4,7,0,0.0,0.0,16,42,Gd,180725
1567,RL,10736.0,NridgHt,7,1952,1961,TA,PConc,1625.0,Gd,1864,2,1,4,6,0,1.0,206.63864988816164,0,71,TA,227917
1568,RL,13166.0,Timber,4,1961,1972,TA,PConc,1083.0,Gd,1232,1,0,4,7,1,2.0,461.8004452058043,96,197,Ex,177631
1569,RH,9933.0,Mitchel,7,1940,1952,TA,CBlock,1439.0,Gd,1674,2,1,4,8,0,2.0,503.89433093556715,6,21,Gd,210641
1570,RH,9953.0,SawyerW,6,1956,1966,TA,CBlock,761.0,TA,1377,1,1,3,6,0,3.0,628.4108068150033,0,51,TA,195087
1571,RL,13204.0,Mitchel,7,1959,1977,TA,PConc,624.0,Fa,1202,1,0,5,8,1,2.0,462.80458029112515,21,1,TA,184987
1572,RM,12884.0,BrkSide,5,1953,1987,Ex,PConc,706.0,Gd,1367,2,0,3,6,1,3.0,964.6180480534684,23,10,Gd,201326
1573,RL,14751.0,CollgCr,8,1969,2007,Fa,CBlock,873.0,Ex,1634,2,1,3,5,0,2.0,432.2444981107284,4,13,Fa,219123
1574,RL,4731.0,NoRidge,9,2000,2010,Ex,BrkTil,,TA,1865,1,0,2,5,1,2.0,476.97116524097424,84,111,TA,234708
1575,RL,12715.0,Timber,5,1956,1969,Gd,PConc,954.0,Fa,1399,1,1,5,8,0,2.0,449.9769632882761,26,0,Gd,191064
1576,RL,11804.0,NridgHt,4,1909,1932,Gd,PConc,768.0,Ex,1018,3,1,3,5,0,1.0,246.4938998813999,33,11,TA,136185
1577,FV,7343.0,NoRidge,2,1939,1939,Gd,CBlock,1026.0,Gd,1899,2,0,4,7,0,2.0,451.1048994119012,15,79,Gd,202849
1578,RM,10754.0,NWAmes,7,1906,1927,TA,CBlock,1052.0,TA,1140,2,1,2,5,0,3.0,728.1081189036811,35,10,Gd,170784
1579,RM,13153.0,NoRidge,7,2002,2010,TA,CBlock,1210.0,Gd,1604,2,0,4,7,1,2.0,456.88717789100644,72,7,Gd,243073
1580,RL,7512.0,Edwards,7,1937,1955,TA,CBlock,1441.0,Ex,1490,1,1,4,7,0,3.0,844.9615034732842,118,39,TA,218716
1581,RL,11327.0,OldTown,5,1984,2001,Gd,BrkTil,890.0,Gd,1436,2,0,3,6,0,2.0,504.8982222631728,176,41,TA,188103
1582,RL,12614.0,NWAmes,6,1960,1971,Gd,PConc,1364.0,Ex,1305,2,1,3,7,2,1.0,219.9108202911034,27,19,Gd,207609
1583,RL,6786.0,CollgCr,7,1983,2010,Gd,PConc,1019.0,Ex,1748,2,0,3,6,0,2.0,550.4477914299616,230,88,Gd,228666
1584,RL,9573.0,Crawfor,7,1902,1929,TA,CBlock,541.0,Fa,500,1,0,2,4,1,2.0,442.5040030381932,17,6,TA,135670
1585,RL,10902.0,NWAmes,10,1950,1982,TA,CBlock,1534.0,Gd,1954,2,0,3,6,0,2.0,406.1551886653009,0,73,TA,271870
1586,RL,7611.0,BrkSide,5,1985,2003,TA,CBlock,1681.0,TA,1134,1,1,3,7,0,1.0,249.90872537701577,72,42,TA,171735
1587,RL,,SawyerW,7,1946,1973,Gd,Slab,1185.0,TA,1663,1,0,3,5,0,2.0,614.4358654603988,9,13,Gd,211113
1588,RL,9594.0,BrkSide,6,1967,2003,Fa,CBlock,1026.0,Gd,1642,1,1,2,4,1,1.0,195.17007613252338,2,49,TA,206307
1589,RL,12404.0,BrkSide,6,1991,2010,Gd,CBlock,,TA,2009,1,0,3,6,1,1.0,210.07036235292708,128,4,Gd,232970
1590,FV,11931.0,CollgCr,8,1975,2009,TA,PConc,860.0,Ex,1579,3,1,2,6,0,2.0,545.1515397896507,78,4,TA,226889
1591,RL,7415.0,NoRidge,7,1937,1970,Gd,PConc,1363.0,Gd,1168,2,1,4,7,0,2.0,461.4607160232824,5,79,Gd,207883
1592,RL,11956.0,Mitchel,10,1935,1969,Gd,CBlock,994.0,Gd,858,1,0,3,7,2,,805.0753710521889,75,2,Gd,210701
1593,RM,7492.0,BrkSide,4,2010,2010,Gd,PConc,1502.0,Gd,1360,3,0,3,7,1,2.0,449.75066558348317,92,0,Gd,217045
1594,C,5169.0,NoRidge,4,1940,1955,Ex,PConc,1010.0,Ex,716,2,0,3,6,1,3.0,762.7765959668259,117,14,TA,163102
1595,RL,8898.0,Timber,8,1968,2005,TA,BrkTil,876.0,Ex,1248,2,0,3,7,0,2.0,604.6684355231293,39,3,TA,201914
1596,RL,13368.0,SawyerW,7,1912,1924,TA,BrkTil,819.0,Ex,1382,3,0,4,7,1,2.0,428.3246211786877,60,59,Fa,205436
1597,RL,11967.0,OldTown,5,1986,2008,TA,PConc,776.0,Gd,1224,1,1,2,6,0,2.0,561.4256486082382,71,76,Gd,176136
1598,RH,9995.0,Mitchel,4,1957,1978,TA,CBlock,1154.0,Fa,1516,2,0,3,5,1,3.0,811.1736116968877,58,19,TA,202407
1599,RM,8749.0,Gilbert,4,1949,1964,TA,PConc,611.0,TA,1405,2,1,5,8,0,2.0,410.64534493406546,52,16,Gd,170110
1600,RL,8830.0,CollgCr,9,1929,1956,TA,PConc,754.0,Ex,1368,2,1,3,7,1,,800.3010471367595,39,23,TA,213380
1601,RL,10326.0,NAmes,5,1961,1995,TA,CBlock,1397.0,Ex,530,2,0,2,4,0,,504.3683677317564,32,7,TA,152589
1602,RL,6794.0,NWAmes,6,2000,2007,Gd,CBlock,713.0,Ex,982,2,1,2,4,1,1.0,252.73282029741188,277,10,TA,180620
1603,RL,8955.0,NridgHt,5,1924,1945,Gd,PConc,1258.0,Ex,1757,2,0,2,4,1,2.0,520.1910539871021,20,3,TA,212922
1604,RL,9353.0,NWAmes,6,1926,1946,TA,PConc,381.0,TA,1821,1,1,5,7,1,0.0,0.0,4,17,TA,184591
1605,RL,5946.0,Crawfor,3,1950,1975,Fa,PConc,1435.0,TA,764,2,0,3,6,1,2.0,504.20593753654384,72,28,TA,140378
1606,C,7484.0,OldTown,7,1977,2010,Fa,Slab,618.0,Ex,1174,1,1,4,8,1,1.0,257.24357275120866,12,79,Gd,162143
1607,RL,11231.0,OldTown,3,1956,1976,TA,CBlock,,Ex,1928,3,1,5,7,1,2.0,544.7634763331317,38,40,TA,198147
1608,RL,10028.0,SawyerW,8,1946,1970,Gd,PConc,,Ex,1212,1,0,3,7,0,4.0,816.7406759946302,5,38,TA,199718
1609,RL,9073.0,Crawfor,5,1999,1999,Gd,PConc,1081.0,Ex,1455,2,1,2,6,0,,577.4531537894662,48,11,TA,214981
1610,RL,7265.0,OldTown,7,1938,1943,Fa,CBlock,1268.0,TA,2076,2,0,2,6,1,,646.0238691246708,144,65,TA,237726
1611,RL,14730.0,CollgCr,9,1915,1937,TA,CBlock,616.0,Gd,1355,3,0,3,6,1,2.0,545.6977078487832,64,88,Gd,222172
1612,RM,7486.0,Mitchel,7,1921,1943,Gd,CBlock,913.0,TA,1298,2,1,3,6,0,2.0,504.7667059563668,12,80,Gd,213307
1613,RL,10754.0,BrkSide,7,1984,2006,TA,PConc,814.0,Gd,1437,2,0,3,5,1,3.0,634.6959291481172,177,1,TA,227924
1614,RL,8536.0,NridgHt,6,1953,1984,Gd,Slab,666.0,Ex,2241,2,1,3,7,0,3.0,797.5330922733605,18,27,Gd,260040
1615,RM,10108.0,OldTown,6,1920,1949,TA,PConc,1178.0,Ex,1678,2,0,4,7,0,3.0,664.9134024724347,28,30,TA,215409
1616,RL,11372.0,Somerst,7,1971,1983,TA,PConc,1282.0,Ex,1507,2,1,3,6,1,2.0,564.1277333094584,34,10,TA,211776
1617,FV,5889.0,Mitchel,10,1915,1932,Gd,PConc,898.0,TA,1290,2,0,3,6,1,2.0,457.34990968992537,233,146,Gd,232818
1618,FV,9980.0,BrkSide,7,1958,1980,Gd,CBlock,1456.0,TA,1715,3,0,4,6,1,2.0,410.3008341436773,3,10,Ex,243062
1619,FV,13572.0,Somerst,7,1930,1944,Gd,BrkTil,764.0,Gd,1763,2,0,2,5,1,2.0,592.0307063021777,59,7,TA,214885
1620,RL,15284.0,SawyerW,8,1941,1973,TA,CBlock,1449.0,Ex,1070,1,0,3,7,0,2.0,510.8794202742145,22,19,Gd,198937
1621,RL,9609.0,OldTown,6,1973,1993,TA,CBlock,1168.0,Gd,1774,2,0,2,5,0,3.0,828.0472013185183,4,11,Gd,230013
1622,C,10125.0,OldTown,3,1931,1969,Ex,PConc,632.0,Ex,1439,2,0,2,5,1,3.0,673.3675309121969,136,77,Gd,186606
1623,RL,16633.0,NAmes,7,1958,1980,Fa,PConc,1594.0,Ex,1509,2,0,3,5,1,2.0,386.49136779750796,44,17,Gd,205468
1624,RL,13404.0,NridgHt,10,1933,1959,Gd,CBlock,866.0,Ex,1146,2,0,3,7,0,0.0,0.0,70,15,Ex,201058
1625,RM,,OldTown,5,1908,1925,Gd,CBlock,1361.0,Ex,1340,1,0,3,6,1,3.0,749.4215869038946,13,29,TA,192354
1626,RL,,Timber,7,1980,2003,Gd,CBlock,1043.0,TA,1087,2,0,5,9,1,1.0,264.7405568249064,71,2,Gd,205216
1627,RL,12869.0,NAmes,5,1910,1949,Gd,PConc,1112.0,Gd,1068,2,0,2,6,1,2.0,539.3957468358961,88,42,Gd,177730
1628,RM,6966.0,Mitchel,7,1995,2001,Fa,PConc,1270.0,Ex,1650,2,1,3,6,1,0.0,0.0,28,43,Fa,213252
1629,RM,13263.0,NoRidge,4,1909,1928,Gd,PConc,1253.0,Ex,1357,1,0,2,4,0,2.0,513.573772856931,42,19,TA,169452
1630,RL,11002.0,NoRidge,6,1985,2010,Gd,BrkTil,897.0,Ex,980,2,0,3,7,0,4.0,1191.2743111006534,178,93,Gd,206023
1631,RL,11553.0,Mitchel,8,1916,1921,TA,CBlock,1159.0,Ex,2370,2,0,3,6,1,1.0,249.02676313362008,93,25,TA,255620
1632,RL,9229.0,SawyerW,6,1967,1993,TA,PConc,1136.0,Ex,1050,1,1,4,8,1,2.0,556.5260789851745,29,35,TA,186220
1633,RL,8110.0,NWAmes,7,1947,1955,Gd,PConc,1064.0,Gd,1936,1,0,3,7,0,2.0,380.5251811981627,54,77,TA,234587
1634,RL,14385.0,BrkSide,8,1951,1981,TA,PConc,939.0,Ex,909,3,1,2,6,1,3.0,851.1384567287292,76,32,TA,197726
1635,RL,9259.0,NAmes,9,2010,2010,TA,CBlock,1063.0,TA,1682,1,0,3,6,1,3.0,613.0196131794623,1,16,TA,241293
1636,RL,8767.0,Somerst,5,1924,1949,Gd,CBlock,1590.0,Ex,1399,3,0,2,6,0,2.0,560.5645294420101,44,0,Gd,211875
1637,RL,,Somerst,6,1920,1959,TA,Slab,911.0,Ex,1248,1,1,3,7,1,1.0,261.7189366135381,208,39,TA,174056
1638,RM,10579.0,Timber,5,2000,2010,TA,CBlock,1361.0,Ex,1578,2,0,3,5,0,2.0,494.2447594355673,147,100,TA,232638
1639,RL,6907.0,CollgCr,10,2001,2010,TA,PConc,814.0,Gd,1524,2,0,2,5,0,2.0,494.02470672752423,89,19,TA,239463
1640,RL,8305.0,NoRidge,9,1964,1983,TA,CBlock,735.0,Gd,1175,2,1,3,6,1,2.0,484.8361343985599,5,12,Gd,216270
1641,RL,8145.0,NoRidge,7,1962,1998,Fa,CBlock,1982.0,Ex,1156,2,1,3,7,0,0.0,0.0,256,21,Ex,191519
1642,RM,12535.0,Mitchel,8,1988,2010,TA,PConc,,TA,870,2,1,3,5,0,1.0,243.8207116410986,47,39,Fa,159771
1643,RL,7342.0,NAmes,7,1950,1966,Gd,BrkTil,1170.0,Ex,1622,2,1,1,5,1,2.0,632.4835446505454,12,0,Gd,222757
1644,RL,4732.0,NridgHt,7,1935,1962,Gd,CBlock,1178.0,TA,998,1,1,5,9,1,2.0,578.1384026470838,56,65,Gd,193194
1645,RL,4098.0,Timber,4,1980,1981,TA,CBlock,1422.0,Ex,1501,2,1,3,6,0,3.0,671.609713932981,97,65,TA,209777
1646,RL,5588.0,Gilbert,8,2004,2010,Gd,CBlock,1122.0,Gd,1736,1,0,4,6,0,1.0,258.03062206981866,5,23,Gd,243478
1647,FV,14084.0,BrkSide,4,1987,1992,Fa,CBlock,1244.0,Gd,1583,2,1,3,7,0,2.0,505.7587497941859,124,3,Gd,216831
1648,FV,10048.0,BrkSide,8,1965,1975,Gd,CBlock,682.0,Gd,1210,1,1,3,6,1,4.0,982.9247868388394,126,33,TA,209058
1649,RL,11503.0,NWAmes,8,2003,2010,TA,PConc,1295.0,Ex,1863,2,0,3,7,0,2.0,439.83334660175126,0,4,TA,257007
1650,RL,11609.0,Sawyer,8,1914,1919,TA,PConc,928.0,Ex,1336,2,0,3,7,0,2.0,526.7538790883991,115,21,TA,202243
1651,RM,10168.0,SawyerW,3,1995,2005,TA,PConc,1201.0,Gd,966,1,0,2,4,0,1.0,,146,2,TA,162651
1652,RH,9775.0,OldTown,6,1938,1951,Gd,CBlock,485.0,TA,1386,1,1,3,5,0,2.0,449.9660788959932,1,26,Gd,184705
1653,RL,13133.0,NWAmes,5,1969,1970,Ex,PConc,1189.0,Gd,1734,2,0,4,6,0,2.0,617.3324850373524,17,11,TA,224554
1654,RL,10437.0,NAmes,6,1900,1939,TA,CBlock,,Ex,1230,2,1,3,7,0,2.0,591.3201949541333,23,53,Gd,160336
1655,RL,14197.0,Mitchel,4,2010,2010,TA,CBlock,917.0,Ex,1851,2,0,2,4,2,3.0,799.334900305611,21,48,Gd,240452
1656,RL,11862.0,NridgHt,9,1922,1956,TA,PConc,488.0,Gd,1191,2,1,3,6,2,2.0,426.09681783987116,71,194,TA,210447
1657,RL,8146.0,Mitchel,7,1938,1970,Gd,CBlock,1189.0,Ex,1246,1,0,4,8,0,2.0,524.0845175590737,22,8,Gd,191907
1658,RM,8508.0,NoRidge,6,1956,1979,Gd,PConc,1020.0,Ex,1081,2,1,3,5,1,2.0,516.9186800938679,156,1,TA,185937
1659,RM,,SawyerW,6,1980,1998,TA,PConc,768.0,Gd,1773,1,1,2,6,1,,530.7893165731098,264,17,Gd,234844
1660,FV,13652.0,CollgCr,6,1933,1950,Fa,PConc,1430.0,Ex,1478,2,1,4,8,0,1.0,297.71392816869206,19,2,Gd,174803
1661,RL,8784.0,SawyerW,7,1940,1963,Gd,Slab,731.0,Ex,1108,3,1,3,6,0,2.0,489.44155672300275,35,5,TA,186314
1662,RL,7604.0,NWAmes,7,1992,2010,TA,CBlock,90.0,Ex,1341,2,1,3,6,0,2.0,622.8695947793447,40,27,TA,188450
1663,RL,10959.0,NWAmes,9,1972,1972,TA,PConc,1154.0,Gd,500,2,0,3,6,1,2.0,524.390260759625,43,26,Gd,181398
1664,RL,9708.0,Sawyer,7,1912,1947,TA,Slab,470.0,Ex,1811,1,0,4,8,1,3.0,723.8583141904862,23,1,TA,222907
1665,FV,10883.0,Mitchel,10,1969,1993,TA,CBlock,740.0,TA,1431,2,1,4,8,2,2.0,643.9626324023847,9,17,Gd,242810
1666,RL,15669.0,BrkSide,8,1905,1938,Gd,PConc,844.0,Ex,537,2,0,4,7,1,3.0,824.690271001808,2,22,Gd,166352
1667,RM,12739.0,Gilbert,5,1983,2007,TA,PConc,572.0,Ex,917,1,0,1,5,1,2.0,472.7159667825516,5,9,Gd,152236
1668,RL,10081.0,NoRidge,9,1951,1966,Gd,PConc,851.0,Gd,1331,1,0,4,7,1,2.0,505.0529953367865,115,61,Gd,224086
1669,RL,5774.0,NridgHt,4,1902,1935,Gd,CBlock,578.0,Gd,974,2,0,2,5,1,3.0,807.170971966908,16,5,Gd,162790
1670,RL,8500.0,CollgCr,8,1980,2008,TA,CBlock,1048.0,Ex,1817,2,0,3,5,0,2.0,490.94833839287946,3,8,TA,235555
1671,RL,12133.0,NoRidge,6,1962,1980,Ex,PConc,631.0,Ex,1667,2,1,3,6,0,2.0,,48,5,TA,212971
1672,RL,6486.0,Edwards,9,1948,1970,TA,PConc,1009.0,Ex,1643,3,0,3,5,1,1.0,225.48389189011837,3,3,Gd,227443
1673,RL,16422.0,SawyerW,9,1975,1993,Gd,PConc,1348.0,Gd,500,1,0,3,6,1,2.0,398.8883281515255,3,63,Fa,182484
1674,RL,10043.0,Gilbert,8,1946,1970,TA,PConc,1234.0,Ex,1289,2,0,3,7,0,2.0,506.3851593646827,48,9,Gd,211704
1675,RH,10146.0,NoRidge,8,2008,2010,Gd,CBlock,975.0,Gd,1220,2,1,4,6,1,4.0,1016.8033386671065,44,38,Gd,232917
1676,RM,8000.0,Mitchel,6,1954,1962,TA,PConc,703.0,Gd,1118,1,1,3,7,2,2.0,531.6271754934712,2,16,Gd,188494
1677,RH,11490.0,NridgHt,4,1963,1963,TA,CBlock,1047.0,Gd,1333,2,1,3,7,1,3.0,698.1429263604423,30,30,Gd,203296
1678,RM,6525.0,NWAmes,6,1964,1982,Fa,BrkTil,791.0,TA,1049,1,0,4,7,0,2.0,419.5667423275601,28,79,TA,161945
1679,RM,16494.0,Mitchel,5,1980,2010,TA,PConc,1060.0,Gd,1586,1,1,2,5,1,2.0,442.0805318151591,39,55,Gd,209224
1680,RL,13952.0,Mitchel,7,1966,1999,Gd,PConc,485.0,Ex,1806,1,1,3,7,0,2.0,563.3380254103895,66,2,TA,208543
1681,RL,12952.0,Somerst,6,1989,2004,Ex,PConc,1242.0,Ex,1772,3,1,3,6,0,3.0,690.0049819013186,16,55,TA,251501
1682,RL,5828.0,Crawfor,10,1914,1953,TA,CBlock,1009.0,Ex,1444,2,1,3,6,1,3.0,710.2127112776615,28,18,TA,235927
1683,RM,10616.0,Crawfor,7,1999,2010,TA,CBlock,1662.0,Gd,2299,2,0,3,6,1,1.0,240.62759308506665,78,12,TA,268980
1684,RL,13627.0,NridgHt,8,1931,1964,Ex,CBlock,1391.0,Gd,1955,2,0,2,6,0,2.0,462.8434298427926,127,33,Gd,250974
1685,RL,11779.0,SawyerW,5,1995,2010,Gd,CBlock,1169.0,Ex,1459,2,0,4,6,1,2.0,458.40735034803004,110,89,Gd,230302
1686,FV,6993.0,NridgHt,9,1967,1972,TA,PConc,962.0,TA,1307,2,0,2,4,0,0.0,0.0,32,2,TA,201480
1687,RL,,NoRidge,9,1917,1937,TA,PConc,781.0,Gd,2035,3,1,3,7,1,2.0,584.039394474092,36,43,Gd,248645
1688,RH,,Sawyer,7,1982,1987,TA,PConc,1282.0,Ex,1903,2,1,2,5,1,3.0,811.2090615008636,37,6,Gd,261064
1689,RL,8189.0,Sawyer,7,1942,1973,Gd,CBlock,931.0,Ex,935,2,1,3,6,0,2.0,574.8692463890143,101,14,TA,178937
1690,RL,14586.0,NridgHt,8,1934,1972,Gd,PConc,,Ex,1934,1,0,3,5,0,2.0,586.9603853876503,91,62,Gd,218768
1691,RL,4236.0,Sawyer,5,2003,2010,Ex,CBlock,1120.0,Gd,1438,2,0,4,8,2,2.0,359.00721215402115,18,23,TA,225418
1692,RM,11967.0,Gilbert,7,1977,1986,TA,CBlock,1122.0,Ex,1155,2,0,3,7,0,2.0,520.6072785216846,8,2,Gd,175774
1693,RL,6123.0,NAmes,6,1957,1986,TA,PConc,1178.0,Ex,708,3,0,3,6,0,1.0,232.41464098305045,23,21,Fa,134998
1694,RM,7116.0,Somerst,5,1932,1949,TA,CBlock,724.0,Fa,1392,1,0,4,7,0,2.0,567.0085786612009,17,46,TA,178503
1695,RM,3970.0,BrkSide,6,1913,1936,TA,Slab,693.0,Gd,1495,1,1,3,6,0,,683.2675917081694,150,22,Ex,195009
1696,RL,8352.0,Timber,3,1933,1941,Gd,PConc,,Gd,2134,2,0,3,7,1,2.0,,15,5,TA,193330
1697,RL,14532.0,SawyerW,2,1960,1990,Gd,PConc,1314.0,Gd,1882,1,1,3,5,0,0.0,0.0,9,17,TA,170250
1698,RL,10794.0,SawyerW,5,1903,1917,TA,PConc,716.0,Ex,1266,1,0,3,7,1,2.0,481.8395053412719,114,77,TA,164937
1699,RL,6404.0,Mitchel,10,1987,1990,Gd,CBlock,753.0,TA,1655,2,1,4,8,0,,277.44835787584935,4,32,TA,242545
1700,RL,13051.0,SawyerW,7,1958,1997,Gd,PConc,1161.0,TA,1830,2,0,2,6,1,2.0,515.3700330116787,15,39,TA,249968
1701,RL,13693.0,Somerst,10,1928,1936,TA,BrkTil,924.0,Gd,1534,2,0,3,5,1,3.0,641.7616561377471,28,46,Gd,242523
1702,RL,10312.0,SawyerW,6,1982,1990,TA,CBlock,886.0,Ex,1265,2,1,3,6,0,1.0,314.57977271085673,45,2,Gd,183824
1703,FV,16104.0,NoRidge,6,1905,1930,TA,BrkTil,860.0,Ex,1287,1,1,4,7,2,3.0,808.4584775542412,19,26,TA,190596
1704,RL,12464.0,NWAmes,7,1996,1999,Gd,PConc,,Ex,1654,2,0,4,8,0,2.0,546.6446069454612,34,14,Gd,221124
1705,RL,12047.0,Gilbert,6,1948,1964,TA,CBlock,709.0,Gd,1665,1,0,3,7,1,2.0,577.1017296408595,11,4,Ex,213761
1706,RL,7589.0,Gilbert,4,1939,1954,TA,PConc,1354.0,Ex,1382,3,0,3,5,2,4.0,803.1741293649064,42,6,Gd,216122
1707,FV,11882.0,SawyerW,7,1982,1996,TA,PConc,838.0,Gd,500,2,1,3,5,1,1.0,222.65697584236352,26,45,TA,154303
1708,RL,10650.0,Timber,5,1964,1998,TA,BrkTil,429.0,Gd,983,2,1,3,6,1,3.0,824.0710221231845,94,5,TA,162754
1709,RL,11559.0,CollgCr,7,1968,1972,TA,PConc,697.0,Ex,1747,2,0,4,8,0,1.0,225.6778501593557,26,11,TA,198291
1710,RM,7946.0,Sawyer,7,1926,1930,Gd,BrkTil,1107.0,Gd,647,2,0,4,6,0,2.0,483.4991916646971,29,10,TA,150531
1711,RL,,OldTown,5,1979,1998,TA,CBlock,1102.0,Ex,1973,1,1,4,6,0,3.0,743.003341245183,44,1,TA,226033
1712,RL,7549.0,Timber,3,1905,1919,TA,Slab,911.0,TA,1914,2,0,2,6,2,3.0,635.0335150233075,6,18,TA,207746
1713,RL,3558.0,NWAmes,8,2003,2010,Ex,CBlock,793.0,Ex,1516,2,1,4,8,2,2.0,478.3509690719816,8,43,Gd,252573
1714,RM,12994.0,Timber,6,1912,1913,Ex,CBlock,579.0,Ex,1739,2,0,4,8,0,2.0,554.8701930411099,78,0,Gd,215888
1715,RL,5492.0,NridgHt,3,1963,1991,TA,PConc,1110.0,Ex,1711,2,0,3,7,0,2.0,,15,3,TA,196709
1716,RL,10321.0,NWAmes,10,1961,1973,Gd,CBlock,1251.0,Fa,1453,2,0,3,7,0,3.0,850.171319577072,57,38,Gd,249754
1717,RL,10999.0,Timber,3,1998,2001,TA,CBlock,1386.0,Gd,950,2,0,4,8,0,1.0,280.2962762137239,5,27,TA,162081
1718,FV,10979.0,NWAmes,7,1918,1927,TA,CBlock,666.0,Ex,1886,1,0,3,5,0,3.0,786.5286533132326,86,37,TA,208976
1719,RL,9150.0,Gilbert,10,1975,2005,Ex,PConc,1409.0,Ex,2062,2,1,5,9,1,2.0,519.600709898582,222,7,TA,289579
1720,RL,,SawyerW,5,1979,1986,TA,PConc,983.0,Gd,1016,1,1,3,6,1,2.0,515.199845606397,23,48,Ex,161870
1721,RL,11412.0,Crawfor,5,1942,1944,Gd,PConc,1007.0,Ex,935,2,1,3,7,1,2.0,462.37716996476234,35,19,Ex,176146
1722,RL,12204.0,Sawyer,4,1973,1981,TA,PConc,1268.0,Fa,1445,2,1,4,7,1,,438.2033165767632,29,28,TA,202448
1723,RL,15200.0,CollgCr,6,1988,2010,TA,PConc,837.0,TA,1249,2,0,3,6,1,3.0,687.936238849209,112,2,Gd,202225
1724,RL,10702.0,Somerst,4,1919,1929,TA,CBlock,350.0,Gd,1557,2,0,4,7,1,2.0,,0,6,TA,173483
1725,RM,10192.0,Timber,7,1994,2010,TA,PConc,1211.0,Fa,1983,1,1,3,7,0,3.0,690.9756649731502,52,44,TA,252090
1726,RM,7279.0,OldTown,3,1967,2003,TA,PConc,1104.0,Ex,601,2,0,3,7,0,1.0,262.4149521545175,52,7,Fa,111278
1727,FV,11307.0,NAmes,7,1943,1955,TA,Slab,891.0,Ex,2132,2,0,2,5,0,2.0,512.113712963855,24,2,TA,231816
1728,RL,12002.0,Mitchel,10,1922,1957,TA,PConc,1186.0,Ex,1337,2,0,3,7,1,3.0,777.8391148848198,12,27,Gd,245185
1729,C,9423.0,NridgHt,8,1901,1913,TA,CBlock,1248.0,Ex,1704,1,0,3,5,2,2.0,521.0844839549468,13,23,TA,226931
1730,RL,11633.0,Mitchel,7,1921,1932,TA,CBlock,546.0,Fa,1747,2,0,4,6,1,2.0,571.739836267072,80,28,Gd,210387
1731,RL,9122.0,Crawfor,6,1956,1992,Ex,CBlock,1006.0,Ex,1794,2,1,3,5,2,2.0,499.48562645677396,3,28,Gd,227929
1732,RL,12012.0,Timber,7,2000,2009,TA,CBlock,316.0,TA,1524,1,1,3,5,0,3.0,840.7532490451149,41,20,TA,209609
1733,RM,12737.0,NWAmes,7,1971,1979,TA,CBlock,962.0,Gd,1618,2,1,2,6,1,3.0,,18,20,TA,221773
1734,RL,12695.0,CollgCr,6,1906,1912,Gd,PConc,888.0,Ex,1615,1,1,3,6,1,1.0,283.88900609905255,15,77,TA,186289
1735,RM,10353.0,NWAmes,5,1977,1978,Fa,CBlock,1147.0,Ex,1247,2,1,5,9,1,3.0,895.3166850947914,35,22,Gd,182563
1736,FV,6880.0,Sawyer,9,1955,1977,Gd,CBlock,678.0,Ex,796,1,0,3,5,2,2.0,534.5989747987442,114,28,TA,195906
1737,RL,8164.0,BrkSide,6,1966,2004,TA,PConc,873.0,Ex,1012,2,0,3,7,1,2.0,506.22609498031994,48,9,Gd,180139
1738,RM,11785.0,NWAmes,5,1915,1954,Gd,PConc,35.0,Ex,1458,2,1,3,7,0,3.0,758.7577035698978,77,61,TA,174120
1739,RL,17346.0,Somerst,6,1982,2010,TA,CBlock,1167.0,Ex,1185,2,0,2,4,0,2.0,471.7900352262897,45,0,TA,181640
1740,RL,8977.0,Mitchel,6,1950,1970,TA,CBlock,973.0,Gd,1186,2,0,3,6,1,3.0,704.660506808155,59,24,Gd,195238
1741,RH,11367.0,CollgCr,8,1981,2003,TA,PConc,1026.0,Gd,2219,2,0,3,7,2,2.0,554.1270297986921,28,14,Ex,274133
1742,RL,8331.0,SawyerW,8,1979,2007,Gd,BrkTil,551.0,Ex,1843,1,0,3,7,0,0.0,0.0,130,27,Gd,216356
1743,RL,7078.0,SawyerW,8,1971,1984,Gd,CBlock,1119.0,Ex,1399,2,0,4,6,1,2.0,596.8863581337336,34,13,TA,222795
1744,RL,7971.0,NridgHt,2,1996,2010,Gd,Slab,1495.0,TA,1768,3,0,4,7,1,,245.4483024128794,40,37,TA,217043
1745,RL,3752.0,Gilbert,6,1911,1915,TA,BrkTil,944.0,Ex,1331,2,0,4,6,0,3.0,1007.5870103810533,37,0,TA,171411
1746,RL,14060.0,OldTown,7,1952,1982,Gd,CBlock,1195.0,Ex,1544,1,1,4,6,0,2.0,458.41307439022296,19,15,TA,210988
1747,RL,3309.0,NoRidge,2,1974,1998,TA,CBlock,738.0,Gd,1676,1,0,5,9,0,2.0,515.0113351988201,13,53,TA,165752
1748,RL,9208.0,NridgHt,5,1904,1934,TA,CBlock,976.0,TA,1332,3,1,3,6,0,1.0,239.4445218925474,3,8,TA,177539
